qid,occurrence,label,description,instance_of,uri
Q634309,1,Hage,municipality of Germany,Q11732217,http://wikidata.org/entity/Q634309
Q671348,1,Worthing,"town in West Sussex, England",Q3957,http://wikidata.org/entity/Q671348
Q531102,1,Rodmell,"village in East Sussex, United Kingdom",Q532,http://wikidata.org/entity/Q531102
Q3942,1,Aschaffenburg,"town in Bavaria, Germany",Q42744322,http://wikidata.org/entity/Q3942
Q124605835,1,map drawer,drawer of maps,Q28640,http://wikidata.org/entity/Q124605835
Q131725357,1,"Pieter van Campen, Heer van Randenbroek",Est 1568 -,Q5,http://wikidata.org/entity/Q131725357
Q131725370,1,"Gerritge Claes Jansdr. Berents, Vrouwe van Randenbroek",,Q5,http://wikidata.org/entity/Q131725370
Q1983347,1,Matthias Withoos,painter from the Northern Netherlands (1627-1703),Q5,http://wikidata.org/entity/Q1983347
Q943517,1,Newquay,"town, civil parish, seaside resort and fishing port in Cornwall, England",Q3957,http://wikidata.org/entity/Q943517
Q178782,1,Pernis,"district of Rotterdam, Netherlands",Q532,http://wikidata.org/entity/Q178782
Q15457362,1,Heinrich Schwemmer,German music teacher and composer (1621-1696),Q5,http://wikidata.org/entity/Q15457362
Q877576,1,Georg Caspar Wecker,German composer,Q5,http://wikidata.org/entity/Q877576
Q3085,1,Reutlingen,"city in Baden-Württemberg, Germany",Q1549591,http://wikidata.org/entity/Q3085
Q1647,1,Rijeka,"city and settlement in Primorje-Gorski Kotar County, Croatia",Q15105893,http://wikidata.org/entity/Q1647
Q24265174,5,philosophy historian,occupation,Q28640,http://wikidata.org/entity/Q24265174
Q51985,7,Technische Universität Berlin,"public research university in Berlin, Germany",Q62078547,http://wikidata.org/entity/Q51985
Q105186,1,pharmacist,healthcare professional who practices in pharmacy,Q3922583,http://wikidata.org/entity/Q105186
Q64877,1,Egg,municipality in Switzerland,Q70208,http://wikidata.org/entity/Q64877
Q19971972,1,Wilhelm Bombast von Hohenheim,(1457-1534),Q5,http://wikidata.org/entity/Q19971972
Q112534635,1,NN,- Abt 1502,Q5,http://wikidata.org/entity/Q112534635
Q102304479,1,Lorentz Lutz,Universität Basel,Q5,http://wikidata.org/entity/Q102304479
Q1493121,1,military historian,person whose principal occupation or training is in military history,Q28640,http://wikidata.org/entity/Q1493121
Q17489339,8,historian of Modern Age,person who studies modern history,Q28640,http://wikidata.org/entity/Q17489339
Q3886622,1,Meyer Children's Hospital,pediatric hospital in Italy,Q16917,http://wikidata.org/entity/Q3886622
Q100145,1,Caravaggio,Italian comune,Q747074,http://wikidata.org/entity/Q100145
Q63017728,1,particle physicist,person engaged in high-energy particle physics,Q28640,http://wikidata.org/entity/Q63017728
Q1996635,1,optician,dispenser of eyeglasses and contact lenses,Q28640,http://wikidata.org/entity/Q1996635
Q1637611,1,Palacký University Olomouc,Czech university,Q875538,http://wikidata.org/entity/Q1637611
Q13360278,1,"Faculty of Science, Palacký University Olomouc",faculty of Palacký University Olomouc,Q180958,http://wikidata.org/entity/Q13360278
Q20901931,1,Institute of Physics of the Czech Academy of Sciences,research institute,Q31855,http://wikidata.org/entity/Q20901931
Q94847385,1,Lawton P. G. Peckham,,Q5,http://wikidata.org/entity/Q94847385
Q115654875,1,Katharine Hartwell Austin,,Q5,http://wikidata.org/entity/Q115654875
Q14918221,1,Joan Nin i Serra,Spanish composer and catholic priest (1804-1867),Q5,http://wikidata.org/entity/Q14918221
Q15088976,1,Josep Brocà i Codina,Spanish composer and classical guitarist (1805-1882),Q5,http://wikidata.org/entity/Q15088976
Q12812,1,Tortosa,"municipality of Tarragona, Spain",Q33146843,http://wikidata.org/entity/Q12812
Q19325084,1,Paulina Pepys,sister of Samuel Pepys (1640–1689),Q5,http://wikidata.org/entity/Q19325084
Q75588843,1,John Pepys,(born 1600),Q5,http://wikidata.org/entity/Q75588843
Q75588844,1,Margaret Kite,(died 1667),Q5,http://wikidata.org/entity/Q75588844
Q21192421,1,John Jackson,Nephew of Samuel Pepys,Q5,http://wikidata.org/entity/Q21192421
Q104177309,1,Stanley Asimov,American journalist,Q5,http://wikidata.org/entity/Q104177309
Q2919046,1,biochemist,scientist specialized in biochemistry,Q28640,http://wikidata.org/entity/Q2919046
Q18814623,2,autobiographer,person who wrote their autobiography,Q12737077,http://wikidata.org/entity/Q18814623
Q3745071,1,science writer,person who writes about science and on scientific topics,Q28640,http://wikidata.org/entity/Q3745071
Q1010621,1,Petrovichi,"hamlet in Smolensk Oblast, Russia",Q5084,http://wikidata.org/entity/Q1010621
Q2305208,1,Russian Socialist Federative Soviet Republic,1918–1922 sovereign state in Eurasia,Q3024240,http://wikidata.org/entity/Q2305208
Q2505739,1,hispanist,scholar specialising in Hispanic studies,Q28640,http://wikidata.org/entity/Q2505739
Q16031,1,Arnay-le-Duc,"commune in Côte-d'Or, France",Q484170,http://wikidata.org/entity/Q16031
Q2827098,1,Agostino Perini,Italian historian and naturalist (1802–1878),Q5,http://wikidata.org/entity/Q2827098
Q18654792,1,Pietro Cerniti,Italian medieval law scholar,Q5,http://wikidata.org/entity/Q18654792
Q6119913,1,Jacobus de Belviso,medieval Italian scholar law,Q5,http://wikidata.org/entity/Q6119913
Q384263,1,Barlaam of Seminara,Italian theologian,Q5,http://wikidata.org/entity/Q384263
Q920858,1,Giovanni d'Andrea,Italian jurist (1270-1348),Q5,http://wikidata.org/entity/Q920858
Q7452592,1,Petracco,father to the Italian poet Francesco Petrarch,Q5,http://wikidata.org/entity/Q7452592
Q110738792,1,Eietta Canigiani,1270 - certain 1319,Q5,http://wikidata.org/entity/Q110738792
Q16268493,1,Giovanni Malpaghini,humanist of the early renaissance,Q5,http://wikidata.org/entity/Q16268493
Q21208300,1,Giovanni Guaccero,Italian composer,Q5,http://wikidata.org/entity/Q21208300
Q94776091,1,Anna Pevsner,,Q5,http://wikidata.org/entity/Q94776091
Q19754081,1,Phoebe Stanton,architectural historian,Q5,http://wikidata.org/entity/Q19754081
Q3665646,1,basketball player,person who plays in basketball,Q28640,http://wikidata.org/entity/Q3665646
Q1784043,1,Kopidlno,town in the Czech Republic,Q5153359,http://wikidata.org/entity/Q1784043
Q3132,1,Moers,"city in North Rhine-Westphalia, Germany",Q42744322,http://wikidata.org/entity/Q3132
Q94849063,1,Henrich ter Steegen,,Q5,http://wikidata.org/entity/Q94849063
Q1200920,1,Conservatoire de Musique,"music school in Geneva, Switzerland",Q811979,http://wikidata.org/entity/Q1200920
Q10056,3,Zeist,municipality in the Dutch province of Utrecht,Q2039348,http://wikidata.org/entity/Q10056
Q33527010,1,Zeist,"town in Utrecht, the Netherlands",Q1852859,http://wikidata.org/entity/Q33527010
Q1616233,1,Leidschendam,"town and former municipality in South Holland, the Netherlands",Q3957,http://wikidata.org/entity/Q1616233
Q1953,1,Yerevan,capital of Armenia,Q20724701,http://wikidata.org/entity/Q1953
Q481605,1,Boris Piotrovsky,Soviet archaeologist (1908-1990),Q5,http://wikidata.org/entity/Q481605
Q4159906,1,Hripsime Djanpoladian,Russian Armenian archaeologist,Q5,http://wikidata.org/entity/Q4159906
Q91217,1,Montepulciano,Italian urban municipality,Q747074,http://wikidata.org/entity/Q91217
Q688310,1,Armin Thalheim,German pianist,Q5,http://wikidata.org/entity/Q688310
Q23985849,1,Felanitx,town of the municipality with the same name,Q121289819,http://wikidata.org/entity/Q23985849
Q4294371,1,Department of Health,"Australian government department, 2013-2022",Q1519799,http://wikidata.org/entity/Q4294371
Q598841,5,Monash University,"public university based in Melbourne, Australia",Q875538,http://wikidata.org/entity/Q598841
Q2419598,1,Norwell,"town in Plymouth County, Massachusetts, United States",Q15127012,http://wikidata.org/entity/Q2419598
Q15142,1,University of Massachusetts Amherst,"public university in Massachusetts, USA",Q3918,http://wikidata.org/entity/Q15142
Q3446076,1,Bridgewater State University,"public university in Bridgewater, Massachusetts",Q3918,http://wikidata.org/entity/Q3446076
Q712328,1,Theodoros of Cyrene,5th century BC Greek mathematician,Q5,http://wikidata.org/entity/Q712328
Q1336424,1,Hermogenes,ancient Greek philosopher,Q5,http://wikidata.org/entity/Q1336424
Q11917254,1,Dionysius,Greek grammarian who taught Plato as a child,Q5,http://wikidata.org/entity/Q11917254
Q467522,1,Potone,mother of Speusippus,Q5,http://wikidata.org/entity/Q467522
Q353580,1,Adeimantus of Collytus,brother of Plato,Q5,http://wikidata.org/entity/Q353580
Q1364945,1,Glaucon,older brother of Plato,Q5,http://wikidata.org/entity/Q1364945
Q582005,1,Antiphon,half-brother of Plato,Q5,http://wikidata.org/entity/Q582005
Q667017,1,Ariston of Athens,father of the Greek philosopher Plato,Q5,http://wikidata.org/entity/Q667017
Q444595,1,Perictione,mother of Plato,Q5,http://wikidata.org/entity/Q444595
Q3476281,1,volapükologist,person whose scientific interest is Volapük or who learns the language as a hobby,Q28640,http://wikidata.org/entity/Q3476281
Q105500030,1,Jacob Ploos van Amstel,,Q5,http://wikidata.org/entity/Q105500030
Q1700326,2,John H. Plumb,British historian (1911–2001),Q5,http://wikidata.org/entity/Q1700326
Q15985128,2,medical historian,humanist who is engaged in history of medicine,Q28640,http://wikidata.org/entity/Q15985128
Q785,1,,British Crown dependency in the Channel Islands,Q185086,http://wikidata.org/entity/Q785
Q15447440,1,Albert Malherbe,French university teacher (1845-1915),Q5,http://wikidata.org/entity/Q15447440
Q3268685,1,Lycée Gabriel Guist'hau,High school in France,Q2511322,http://wikidata.org/entity/Q3268685
Q3578484,1,Nantes School of Art,"art school in Nantes, France",Q383092,http://wikidata.org/entity/Q3578484
Q131007912,1,Sophia Johanna Potgieter,donor of a jewelry set to the Dutch KOG (Koninklijk Oudheidkundig Genootschap),Q5,http://wikidata.org/entity/Q131007912
Q671411,1,Hermann de Pourtalès,"Olympic sailor, gold and silver medal winner from Switzerland, military officer in the Prussian army (1847-1904)",Q5,http://wikidata.org/entity/Q671411
Q136126111,1,Marguerite (Daisy) Marcet,3 Mar 1857 Genève - 19 Dec 1888 Cannes,Q5,http://wikidata.org/entity/Q136126111
Q60107781,1,Louis de Pourtales,"Swiss-Prussian military officer, diplomat and politician (1773-1848)",Q5,http://wikidata.org/entity/Q60107781
Q3157999,1,Jacques-Louis de Pourtalès,"private banker, merchant, slave trader and industrialist from Geneva and Neuchâtel",Q5,http://wikidata.org/entity/Q3157999
Q85633141,1,Auguste de Pourtalès,Swiss painter and art collector (1840-1918),Q5,http://wikidata.org/entity/Q85633141
Q681714,1,House of Pourtalès,French-German noble family,Q13417114,http://wikidata.org/entity/Q681714
Q55043,2,gymnasium,type of school providing advanced secondary education in Europe,Q112872396,http://wikidata.org/entity/Q55043
Q234924,1,Tarascon,"commune in Bouches-du-Rhône, France",Q484170,http://wikidata.org/entity/Q234924
Q1294133,1,Kirchenmusikdirektor,church music director,Q216353,http://wikidata.org/entity/Q1294133
Q556505,1,Hardisleben,former municipality of Germany,Q253019,http://wikidata.org/entity/Q556505
Q105048,2,Słupsk,"city in the Pomeranian Voivodeship, in the northern part of Poland",Q925381,http://wikidata.org/entity/Q105048
Q2009714,3,Royal Conservatory of Liège,art school in Belgium,Q184644,http://wikidata.org/entity/Q2009714
Q393426,1,Žatec,"town in Louny District, Ústí nad Labem Region, Czech Republic",Q5153359,http://wikidata.org/entity/Q393426
Q95202397,1,Elisabeth Raabe,,Q5,http://wikidata.org/entity/Q95202397
Q113294578,1,Mr. Wilhelm Radermacher,"1501 Aachen, Germany - 30 Jan 1554",Q5,http://wikidata.org/entity/Q113294578
Q113294583,1,Maria Houperts,1510 Limbourg - 1579,Q5,http://wikidata.org/entity/Q113294583
Q807316,1,Barban,"municipality and settlement in Istria County, Croatia",Q57058,http://wikidata.org/entity/Q807316
Q397145,1,Ștefan Niculescu,Romanian composer (1927–2008),Q5,http://wikidata.org/entity/Q397145
Q1224484,2,Tiberiu Olah,Romanian-Hungarian composer,Q5,http://wikidata.org/entity/Q1224484
Q775105,2,Aurel Stroe,Romanian composer (1932–2008),Q5,http://wikidata.org/entity/Q775105
Q19660,4,Bucharest,capital and largest city of Romania,Q640364,http://wikidata.org/entity/Q19660
Q3591374,1,Éric Tanguy,French composer,Q5,http://wikidata.org/entity/Q3591374
Q1888128,1,National University of Music Bucharest,Romanian university of music,Q3918,http://wikidata.org/entity/Q1888128
Q107474482,1,Francisco Berge,,Q5,http://wikidata.org/entity/Q107474482
Q645411,1,Joan Pau Pujol,Spanish/Catalan composer and organist (1570-1626),Q5,http://wikidata.org/entity/Q645411
Q11967,1,Huesca,"municipality in Huesca Province, Aragon, Spain",Q2074737,http://wikidata.org/entity/Q11967
Q2462558,1,Salamanca New Cathedral,"cathedral of Salamanca, Spain",Q56242215,http://wikidata.org/entity/Q2462558
Q5758474,1,"Our Lady of the Assumption Cathedral, Granada","church in Granada, Nicaragua",Q2977,http://wikidata.org/entity/Q5758474
Q107810,1,Hermann Ranke,German Egyptologist (1878-1953),Q5,http://wikidata.org/entity/Q107810
Q20820556,1,Otto Ranke,German psychiatrist and university teacher,Q5,http://wikidata.org/entity/Q20820556
Q1819648,1,Friedrich Ranke,German theologian (1842–1918),Q5,http://wikidata.org/entity/Q1819648
Q47554,1,Toruń,city in north-central Poland,Q925381,http://wikidata.org/entity/Q47554
Q569668,1,Pohlheim,"town in Landkreis Gießen in Hesse, Germany",Q3957,http://wikidata.org/entity/Q569668
Q2698451,1,Rašica,"village in Lower Carniola, Slovenia",Q486972,http://wikidata.org/entity/Q2698451
Q569460,4,Hanns Eisler Music School Berlin,music conservatory in Berlin,Q184644,http://wikidata.org/entity/Q569460
Q3519142,2,Teteringen,"village in Breda, the Netherlands",Q532,http://wikidata.org/entity/Q3519142
Q817840,2,Bennebroek,"village and former municipality in Bloemendaal, the Netherlands",Q532,http://wikidata.org/entity/Q817840
Q111589476,1,Lucas van Regteren Altena,(1865-1934),Q5,http://wikidata.org/entity/Q111589476
Q136029102,1,Charlotte Octavia Loman,,Q5,http://wikidata.org/entity/Q136029102
Q2248623,1,scholar,medieval student or cleric,Q12737077,http://wikidata.org/entity/Q2248623
Q50305872,1,Sigrid Reinitzer,Austrian librarian,Q5,http://wikidata.org/entity/Q50305872
Q103270,1,Santa Maria a Monte,Italian comune,Q747074,http://wikidata.org/entity/Q103270
Q1641454,1,Calatorao,municipality of Spain,Q2074737,http://wikidata.org/entity/Q1641454
Q159605,1,Tivoli,Italian comune,Q747074,http://wikidata.org/entity/Q159605
Q1143278,1,Twickenham,"suburban area in west London, England",Q3957,http://wikidata.org/entity/Q1143278
Q118865,2,clarinetist,musician who plays the clarinet,Q66715801,http://wikidata.org/entity/Q118865
Q798875,1,Badeleben,human settlement,Q486972,http://wikidata.org/entity/Q798875
Q82141,1,Waibstadt,municipality in Germany,Q42744322,http://wikidata.org/entity/Q82141
Q111768363,1,Adrianus van Riemsdijk,4 Jan 1749 Tiel - 18 Apr 1817 Tiel,Q5,http://wikidata.org/entity/Q111768363
Q111768373,1,Wilhelmina van Rijnberk,5 Jan 1749 Tiel - 31 May 1806 Tiel,Q5,http://wikidata.org/entity/Q111768373
Q183192,1,Max Heindel,American astrologer and occultist (1865-1919),Q5,http://wikidata.org/entity/Q183192
Q78484,1,Rudolf Steiner,"Austrian social reformer, occultist and esotericist (1861–1925)",Q5,http://wikidata.org/entity/Q78484
Q72790944,1,Raimund Rilling,,Q5,http://wikidata.org/entity/Q72790944
Q439425,1,Matthias Manasi,German conductor and pianist,Q5,http://wikidata.org/entity/Q439425
Q135286585,1,Trisevgeni Kalokiri,Greek musician and pedagogue,Q5,http://wikidata.org/entity/Q135286585
Q168267,1,Hilda Geiringer,Austrian mathematician (1893–1973),Q5,http://wikidata.org/entity/Q168267
Q263064,5,"University of California, Santa Barbara","public university near Goleta, California, United States and part of the University of California system",Q875538,http://wikidata.org/entity/Q263064
Q1378320,1,Swarthmore College,"liberal arts college in Swarthmore, Pennsylvania",Q1377182,http://wikidata.org/entity/Q1378320
Q4804923,1,Asheville School,"boarding school in North Carolina, U.S.",Q15243209,http://wikidata.org/entity/Q4804923
Q52416902,1,John Harris Wicks,English educator and author,Q5,http://wikidata.org/entity/Q52416902
Q606140,2,University of Waikato,"university in Hamilton, New Zealand",Q875538,http://wikidata.org/entity/Q606140
Q63952000,1,gender studies scholar,profession,Q28640,http://wikidata.org/entity/Q63952000
Q1123379,1,Károli Gáspár University of the Reformed Church in Hungary,university,Q3918,http://wikidata.org/entity/Q1123379
Q476246,1,sailor,person who participates in the sport of sailing,Q28640,http://wikidata.org/entity/Q476246
Q2250189,1,Leone Sinigaglia,Italian composer (1868–1944),Q5,http://wikidata.org/entity/Q2250189
Q112330095,1,"Claude de Ronsard, Seigneur de la Poissonière",1518 - 30 Sep 1556,Q5,http://wikidata.org/entity/Q112330095
Q130650879,1,Charles de Ronsard,,Q5,http://wikidata.org/entity/Q130650879
Q130650994,1,Louise de Ronsard,,Q5,http://wikidata.org/entity/Q130650994
Q2242004,1,La Possonnière Castle,,Q23413,http://wikidata.org/entity/Q2242004
Q661814,1,La Riche,"commune in Indre-et-Loire, France",Q484170,http://wikidata.org/entity/Q661814
Q112330097,1,Louis de Ronsard,Abt 1479 La Possonière - 6 Jun 1544 Paris,Q5,http://wikidata.org/entity/Q112330097
Q3176006,1,Jeanne Chaudrier,- Aft 1540,Q5,http://wikidata.org/entity/Q3176006
Q1685890,1,Jean Vauquelin de la Fresnaye,French poet,Q5,http://wikidata.org/entity/Q1685890
Q126953836,1,René des Roches,,Q5,http://wikidata.org/entity/Q126953836
Q126953877,1,Claude de Fontbrenier,,Q5,http://wikidata.org/entity/Q126953877
Q79990,2,Christchurch,largest city in the South Island of New Zealand,Q515,http://wikidata.org/entity/Q79990
Q1150437,2,Victoria University of Wellington,public university in New Zealand,Q875538,http://wikidata.org/entity/Q1150437
Q432475,5,University of Canterbury,"public research university in Christchurch, New Zealand",Q3918,http://wikidata.org/entity/Q432475
Q287953,1,Jean Rostand,French writer (1894–1977),Q5,http://wikidata.org/entity/Q287953
Q202749,1,Edmond Rostand,French poet and dramatist (1868–1918),Q5,http://wikidata.org/entity/Q202749
Q440779,1,Rosemonde Gérard,French poet and playwright (1866–1953),Q5,http://wikidata.org/entity/Q440779
Q16034214,1,Rostand family,family,Q8436,http://wikidata.org/entity/Q16034214
Q1636757,1,Ethel Rosenberg,American woman executed for spying for the Soviet Union (1915-1953),Q5,http://wikidata.org/entity/Q1636757
Q2739096,1,Julius Rosenberg,American man executed for spying for the Soviet Union (1918–1953),Q5,http://wikidata.org/entity/Q2739096
Q421263,1,University of Rome,Wikimedia disambiguation page,Q4167410,http://wikidata.org/entity/Q421263
Q1774693,1,Lancing College,"non-elementary school in West Sussex, UK",Q269770,http://wikidata.org/entity/Q1774693
Q2487309,1,Mansfield College,college of the University of Oxford,Q2581649,http://wikidata.org/entity/Q2487309
Q772614,1,St Austell,"town in Cornwall, England, UK",Q3957,http://wikidata.org/entity/Q772614
Q23148,1,Cornwall,historic county of England and Celtic nation,Q1138494,http://wikidata.org/entity/Q23148
Q174570,11,London School of Economics and Political Science,"public university in London, United Kingdom",Q62078547,http://wikidata.org/entity/Q174570
Q7226029,1,Poltair School,"academy in St Austell, Cornwall, England",Q159334,http://wikidata.org/entity/Q7226029
Q4669300,1,Abraham van Blijenberch,Flemish painter (1575-1624),Q5,http://wikidata.org/entity/Q4669300
Q1497751,1,Geestemünde,"district of Bremerhaven, Germany",Q32597970,http://wikidata.org/entity/Q1497751
Q2628593,1,Bielsko,"until 1950 an independent town in Cieszyn Silesia, now part of Bielsko-Biała Poland",Q2983893,http://wikidata.org/entity/Q2628593
Q8218,1,Rabenau,"town in the Sächsische Schweiz-Osterzgebirge district, in the Free State of Saxony, Germany",Q42744322,http://wikidata.org/entity/Q8218
Q1539059,1,Gottfred Matthison-Hansen,Danish composer (1832–1909),Q5,http://wikidata.org/entity/Q1539059
Q1344992,1,Thomas Laub,Danish organist and composer (1852-1927),Q5,http://wikidata.org/entity/Q1344992
Q4958500,1,Sophie Keller,Danish opera singer (1850-1929),Q5,http://wikidata.org/entity/Q4958500
Q4582201,2,Østre Borgerdyd school,school,Q16969697,http://wikidata.org/entity/Q4582201
Q552003,1,Freiamt,"municipality in Baden-Württemberg, Germany",Q116457956,http://wikidata.org/entity/Q552003
Q5371902,3,harpsichordist,person who plays the harpsichord,Q28640,http://wikidata.org/entity/Q5371902
Q19664224,1,Gilbert Russell,British banker and army officer,Q5,http://wikidata.org/entity/Q19664224
Q75355059,1,Maud Nelke,(died 1982),Q5,http://wikidata.org/entity/Q75355059
Q273827,1,Champagne,historic province in the northeast of France,Q209495,http://wikidata.org/entity/Q273827
Q583910,1,Aš,town in Czechia,Q5153359,http://wikidata.org/entity/Q583910
Q2962070,3,production designer,"responsible for developing the visual concept of a film, television show, or theater production",Q4220920,http://wikidata.org/entity/Q2962070
Q21039889,1,Sachsendorf,"quarter of Cottbus, Germany",Q253019,http://wikidata.org/entity/Q21039889
Q494537,1,Kronach,"town in Oberfranken, Bavaria, Germany",Q134626,http://wikidata.org/entity/Q494537
Q94796750,1,Hans Sunder,1450 - bef. 22 Mar 1528,Q5,http://wikidata.org/entity/Q94796750
Q102062332,1,Barbara Hübner,1451 - Abt 1491,Q5,http://wikidata.org/entity/Q102062332
Q21996862,1,Antonius Heusler,German painter (1500–1561),Q5,http://wikidata.org/entity/Q21996862
Q696266,1,Hans Cranach,German Renaissance painter (1513-1537),Q5,http://wikidata.org/entity/Q696266
Q170339,1,Lucas Cranach the Younger,German Renaissance artist (1515–1586),Q5,http://wikidata.org/entity/Q170339
Q1079085,1,Christian Brück,German politician (1516-1567),Q5,http://wikidata.org/entity/Q1079085
Q95281,1,Gregor Brück,German jurist (ca. 1485-1557),Q5,http://wikidata.org/entity/Q95281
Q767689,1,Augustin Cranach,German artist (1554-1595),Q5,http://wikidata.org/entity/Q767689
Q1514870,1,Lucas Cranach III.,German painter (1586-1645),Q5,http://wikidata.org/entity/Q1514870
Q1504012,1,Georg Dasch,German politician (1510-1578),Q5,http://wikidata.org/entity/Q1504012
Q1048002,1,Caspar Pfreundt,German politician (1517-1574),Q5,http://wikidata.org/entity/Q1048002
Q380643,1,Aegidius Strauch,Wikimedia disambiguation page,Q4167410,http://wikidata.org/entity/Q380643
Q106943844,1,Cranach family,"German family of painters, draughtsmen and printmakers",Q8436,http://wikidata.org/entity/Q106943844
Q42857,1,prophet,person claiming to speak for divine beings,Q2642184,http://wikidata.org/entity/Q42857
Q154549,1,carpenter,profession; person who performs carpentry,Q56604560,http://wikidata.org/entity/Q154549
Q133485,1,rabbi,teacher of Torah in Judaism,Q63187384,http://wikidata.org/entity/Q133485
Q1349880,1,thaumaturge,occupation of a miracle worker or saint,Q2642184,http://wikidata.org/entity/Q1349880
Q15995642,1,religious leader,leader for a religious organization,Q4504549,http://wikidata.org/entity/Q15995642
Q2518689,1,healer,"unlicensed person who practices the art of healing using traditional practices, herbal remedies and even the power of suggestion",Q28640,http://wikidata.org/entity/Q2518689
Q51626,1,Messiah,"saviour or liberator of a group of people, most commonly in the Abrahamic religions",Q30149195,http://wikidata.org/entity/Q51626
Q5776,1,Bethlehem,city in the State of Palestine,Q515,http://wikidata.org/entity/Q5776
Q430776,1,Nazareth,city in Israel; predominantly inhabited by Muslim-Arab citizens of Israel; a center of Christian pilgrimage as the childhood home of Jesus,Q515,http://wikidata.org/entity/Q430776
Q170516,1,Calvary,site outside Jerusalem where Jesus was crucified according to the Gospels,Q54050,http://wikidata.org/entity/Q170516
Q16000109,2,Herodian Kingdom of Judea,"client state of the Roman Republic from 37 BCE, when Herod the Great was appointed ""King of the Jews"" by the Roman Senate",Q3932035,http://wikidata.org/entity/Q16000109
Q618057,2,Holy Family,"Jesus, Mary and Saint Joseph",Q8436,http://wikidata.org/entity/Q618057
Q2701168,2,Davidic line,lineage to King David in the Hebrew Bible and the New Testament,Q164950,http://wikidata.org/entity/Q2701168
Q83241,1,Galilee,large region mainly located in northern Israel,Q82794,http://wikidata.org/entity/Q83241
Q233067,1,Salome,Mother of John and Jacob,Q20643955,http://wikidata.org/entity/Q233067
Q67205775,1,seamstress,person who engages in the act of sewing textiles,Q12737077,http://wikidata.org/entity/Q67205775
Q1132798,1,Sepphoris,ancient city in Israel,Q46169,http://wikidata.org/entity/Q1132798
Q314700,1,Joachim,traditional father of the Virgin Mary,Q20643955,http://wikidata.org/entity/Q314700
Q164294,1,Saint Anne,mother of Virgin Mary in Christian and Islamic traditions; unnamed in the New Testament or Quran,Q20643955,http://wikidata.org/entity/Q164294
Q235849,2,Elizabeth,"mother of John the Baptist and the wife of Zacharias/Zachary, according to the Gospel of Luke",Q20643955,http://wikidata.org/entity/Q235849
Q8920,1,Hellerau,"quarter of Dresden, Germany",Q253019,http://wikidata.org/entity/Q8920
Q2538299,1,Wachau,"place near Leipzig, Germany",Q253019,http://wikidata.org/entity/Q2538299
Q659424,1,Pezinok,town in Slovakia,Q3957,http://wikidata.org/entity/Q659424
Q559969,1,Claude Gillot,French painter (1673-1722),Q5,http://wikidata.org/entity/Q559969
Q669206,1,Claude Audran III,French painter (1658-1734),Q5,http://wikidata.org/entity/Q669206
Q13522404,1,musette de cour,musical instrument of the bagpipe family,,http://wikidata.org/entity/Q13522404
Q212274,2,Nogent-sur-Marne,"French commune in Val-de-Marne, Île-de-France",Q484170,http://wikidata.org/entity/Q212274
Q116468979,1,Jean-Philippe Watteau,,Q5,http://wikidata.org/entity/Q116468979
Q3292127,1,Marie-Madeleine de Saint Exupéry,French writer (1897–1926),Q5,http://wikidata.org/entity/Q3292127
Q3484628,1,Simone de Saint-Exupéry,French writer (1898–1978),Q5,http://wikidata.org/entity/Q3484628
Q2095549,1,aircraft pilot,person controlling an aircraft in flight,Q28640,http://wikidata.org/entity/Q2095549
Q3344,6,2nd arrondissement of Lyon,"arrondissement of Lyon, France",Q702842,http://wikidata.org/entity/Q3344
Q116468528,1,Jean Marc de Saint-Exupéry,2 Jan 1863 Florac - 14 Mar 1904 Cogolin,Q5,http://wikidata.org/entity/Q116468528
Q94403472,1,Marie de Saint-Exupéry,writer,Q5,http://wikidata.org/entity/Q94403472
Q3066005,1,Saint-Exupéry family,family,Q8436,http://wikidata.org/entity/Q3066005
Q2723467,1,Aéropostale,French airline (1918–1933),Q46970,http://wikidata.org/entity/Q2723467
Q1809440,1,Paris-Soir,French daily newspaper,Q1110794,http://wikidata.org/entity/Q1809440
Q3558736,1,Villa St. Jean International School,"private school in Fribourg, Switzerland from 1903 to 1970",Q269770,http://wikidata.org/entity/Q3558736
Q3268865,1,Notre Dame de Mongré High School,"Private catholic school in Villefranche-sur-Saône, Rhône, France",Q9826,http://wikidata.org/entity/Q3268865
Q109793690,1,Gabrielle Louise de Rouvroy de Saint-Simon,Duchess of Brissac,Q5,http://wikidata.org/entity/Q109793690
Q2380366,1,"Claude de Rouvroy, duc de Saint-Simon",French noble,Q5,http://wikidata.org/entity/Q2380366
Q136281249,1,Charlotte de L'Aubepine,Abt 1640 - 7 Oct 1725,Q5,http://wikidata.org/entity/Q136281249
Q3066002,1,House Rouvroy de Saint-Simon,family,Q13417114,http://wikidata.org/entity/Q3066002
Q48033,1,Valeggio sul Mincio,Italian comune,Q747074,http://wikidata.org/entity/Q48033
Q11120,1,Werl,"town in the district of Soest in North Rhine-Westphalia, Germany",Q54935786,http://wikidata.org/entity/Q11120
Q131725752,1,Matthijs Salverda de Grave,(1832–1909),Q5,http://wikidata.org/entity/Q131725752
Q131725755,1,Pauline Brutel de la Rivière,22 Sep 1830 's-Gravenhage - 5 Jan 1894 's-Gravenhage,Q5,http://wikidata.org/entity/Q131725755
Q3018561,1,Apeldoorn,"city in Apeldoorn, Netherlands",Q1852859,http://wikidata.org/entity/Q3018561
